"","title","description","collection_identifier","persistent_identifier","persistent_url","project_identifier","organisational_unit","type","preservation_time","state","publisher","data_use agreement","ethical_approvals","free_keywords","sfn_keywords","mesh_keywords","version","associated_publications","associated_data","associated_analysis tools","associated_preregistrations","authors","managers","contributors","number_of files","size","quota","creation_date","last_update date","embargo_until","publication_date","archival_date","viewers_by dua","viewers_by manager","views","downloads","data_volume","viewers","downloaders","year"
"88","Mondelingenproject",NA,"ru.cls.mondelingenproject_rdc_801","10.34973/qtfx-w855","https://doi.org/10.34973/qtfx-w855","mondelingenproject","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Stommel, W.J.P. (Wyke); Heuvel, H. van den (Henk)",NA,4,884626,5368709120,2023-02-22 13:28:04,2023-03-06 09:35:45,NA,NA,NA,0,0,7,0,0,6,0,2023
"89","Materials Beyond a Fear of Death",NA,"ru.cls.materials_beyond_fear_death_rdc_009","10.34973/akh4-t209","https://doi.org/10.34973/akh4-t209","materials_beyond_fear_death","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Graaf, A.M. de","Krieken, K.W.M. van; Das, H.H.J.",29,4170691185,5368709120,2022-02-16 09:32:06,2023-06-07 14:03:48,NA,NA,NA,0,0,22,10,174061,12,5,2022
"90","Materials Beyond a Fear of Death",NA,"ru.cls.materials_beyond_fear_death_dac_603","10.34973/v4mk-j924","https://doi.org/10.34973/v4mk-j924","materials_beyond_fear_death","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Graaf, A.M. de",NA,3,404466877,5368709120,2022-02-16 09:31:18,2022-02-16 13:52:56,NA,NA,NA,0,0,11,1,203,7,1,2022
"91","The missing-VP effect in readers of English as a second language",NA,"ru.cls.missing-vp_effect_readers_english_second_language_dac_040","10.34973/mpkp-9b73","https://doi.org/10.34973/mpkp-9b73","missing-vp_effect_readers_english_second_language","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Stefan Frank",NA,15835,11088833052,12884901888,2022-06-10 07:49:40,2022-06-23 09:08:42,NA,NA,NA,0,0,6,80,25301449,4,9,2022
"92","The missing-VP effect in readers of English as a second language",NA,"ru.cls.missing-vp_effect_readers_english_second_language_rdc_067","10.34973/wg0x-y645","https://doi.org/10.34973/wg0x-y645","missing-vp_effect_readers_english_second_language","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Stefan Frank",NA,12,3526281,5368709120,2022-06-10 07:50:58,2022-06-16 08:41:19,NA,NA,NA,0,0,4,0,0,3,0,2022
"93","Learners acquire reduced word forms just like they acquire full forms: from exposure.","Below is a description of the files and their content per folder.

MATERIALS:
Appendix1_stimuli.docx = all the words and non-words used in the experiment as stimuli
PAPERWORK = Word documents used when running the experiment. The titles are self-explanatory. blank_signature_sheet.docx; informed_consent_dutch.docx; questionnaire_language_background_participants_dutch.docx; Runsheet_participant_english.docx
PSYCHOPY_LDT = python script (LEXDEC.py), text files (lexdec_instruction_dutch.txt; lextale_words.txt; LISTS), and audio stimuli (SOUNDFILES) needed to run the test part (Lexical Decision Task of the experiment). The same files were used for all three groups (BothExposed, RedExposed, FulExposed). 
PSYCHOPY_TRAINING = python scripts, picture files, sound files, and text files needed to run the training part of the experiment. There is one folder per group, since the groups diverge in training received (PsychoPy_training_bothexposed; PsychoPy_training_fulexposed; PsychoPy_training_redexposed).

RAW_DATA:
Raw_data_LexicalDecisionTask = the output files per participant for the lexical decision task
Raw_data_lexTALE = the output files per participant of the LexTALE
Raw_data_training = the log files per participant from the training phase


DATA:
questionnaires_participants = questionnaire_bothexposed.xlsx ; questionnaire_fullexposed.xlsx ; questionnaire_redexposed.xlsx ; key_questionnaires_participants.docx (explains the coding in the Excel files)
data_study_schwa.txt = the processed data for statistical analysis
variables.docx = the definition of the variables for the processed data","ru.cls.learners_acquire_reduced_word_forms_dsc_460","10.34973/565g-y832","https://doi.org/10.34973/565g-y832","learners_acquire_reduced_word_forms","CLS","Data Sharing Collection",10,"Reviewable External","Radboud University","CC0-1.0",NA,"speech recognition; reduction; pronunciation variation; exposure; L2 acquisition",NA,NA,0,NA,NA,NA,NA,"Morano, L.A.; Bosch, L.F.M. ten; Ernestus, M.T.C.","Morano, L.A.",NA,3380,177804084,5368709120,2022-01-21 10:35:10,2023-02-21 14:10:06,NA,NA,NA,0,0,47,4032,76289563,14,14,2022
"94","Letterster Child Reading and Writing Corpus",NA,"ru.cls.letterster_child_reading_and_writing_corpus_dac_866","10.34973/c1yp-3151","https://doi.org/10.34973/c1yp-3151","letterster_child_reading_and_writing_corpus","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Strik, W.A.J. (Helmer); Heuvel, H. van den (Henk); Harmsen, W.N. (Wieke); Cucchiarini, C.",NA,207,145750394,5368709120,2024-03-13 08:28:02,2024-03-20 09:30:14,NA,NA,NA,0,0,1,0,0,1,0,2024
"95","Longitudinal study on teaching reduction to second language learners",NA,"ru.cls.longitudinal_study_teaching_reduction_dsc_395","10.34973/0p7b-qm07","https://doi.org/10.34973/0p7b-qm07","longitudinal_study_teaching_reduction","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Morano, L.A.",NA,1492,814044574,5368709120,2022-04-15 09:49:13,2023-11-29 15:22:35,NA,NA,NA,0,0,8,4306,1717927623,7,14,2022
"96","The benefits of automatic speech recognition-based language learning systems: Learning English in secondary school in Indonesia",NA,"ru.cls.learning_english_secondary_school_indonesia_rdc_979","10.34973/8b2w-sc68","https://doi.org/10.34973/8b2w-sc68","learning_english_secondary_school_indonesia","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,"DOI: 10.1080/09588221.2022.2080230; DOI: 10.1080/09588221.2020.1770293; DOI: 10.1016/j.system.2021.102496",NA,NA,NA,NA,"Bashori, M.",NA,535,5462470700,7516192768,2022-05-02 07:11:02,2022-07-04 03:41:56,NA,NA,NA,0,0,32,763,55112312,20,10,2022
"97","Letterster Child Reading and Writing Corpus",NA,"ru.cls.letterster_child_reading_and_writing_corpus_rdc_546","10.34973/bn1p-g657","https://doi.org/10.34973/bn1p-g657","letterster_child_reading_and_writing_corpus","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Strik, W.A.J. (Helmer); Heuvel, H. van den (Henk); Harmsen, W.N. (Wieke); Cucchiarini, C.",NA,1,203,5368709120,2024-03-13 08:29:07,2024-03-13 08:29:09,NA,NA,NA,0,0,3,0,0,2,0,2024
"98","A language-contact grammar and lexicon of Taruma: recovering the histories of the Lower Amazon from its last linguistic survivor",NA,"ru.cls.language-contact_grammar_and_lexicon_taruma_dac_124","10.34973/4bpy-ba16","https://doi.org/10.34973/4bpy-ba16","language-contact_grammar_and_lexicon_taruma","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Serke, A.K.; Hoop, H. de (Helen); Heuvel, H. van den (Henk)",NA,159,5364932057,69793218560,2023-09-25 07:57:46,2023-09-29 14:11:14,NA,NA,NA,0,0,8,0,0,4,0,2023
"99","Good enough language processing on social media at varying levels of literacy",NA,"ru.cls.language_processing_social_media_literacy_dsc_017","10.34973/js8h-n559","https://doi.org/10.34973/js8h-n559","language_processing_social_media_literacy","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Speed, L.J.",NA,3,802,5368709120,2022-11-28 15:09:34,2022-11-28 15:09:38,NA,NA,NA,0,0,1,0,0,1,0,2022
"100","Language Leak subproject 1",NA,"ru.cls.language_leak_subproject_1_rdc_840","10.34973/crj5-6f55","https://doi.org/10.34973/crj5-6f55","language_leak_subproject_1","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ligtenberg, K.; Hoop, H. de (Helen); Heuvel, H. van den (Henk); Stefan Frank",NA,1,203,5368709120,2023-05-02 07:08:49,2023-05-02 07:08:53,NA,NA,NA,0,0,1,0,0,1,0,2023
"101","Good enough language processing on social media at varying levels of literacy",NA,"ru.cls.language_processing_social_media_literacy_dac_133","10.34973/c26m-kb17","https://doi.org/10.34973/c26m-kb17","language_processing_social_media_literacy","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Speed, L.J.",NA,1,203,5368709120,2022-11-28 15:07:56,2022-11-28 15:07:59,NA,NA,NA,0,0,1,0,0,1,0,2022
"102","Good enough language processing on social media at varying levels of literacy",NA,"ru.cls.language_processing_social_media_literacy_rdc_442","10.34973/7s61-mz70","https://doi.org/10.34973/7s61-mz70","language_processing_social_media_literacy","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Speed, L.J.",NA,1,203,5368709120,2022-11-28 15:08:49,2022-11-28 15:08:52,NA,NA,NA,0,0,2,0,0,1,0,2022
"103","A language-contact grammar and lexicon of Taruma: recovering the histories of the Lower Amazon from its last linguistic survivor",NA,"ru.cls.language-contact_grammar_and_lexicon_taruma_rdc_330","10.34973/a4ev-7p95","https://doi.org/10.34973/a4ev-7p95","language-contact_grammar_and_lexicon_taruma","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Serke, A.K.; Hoop, H. de (Helen); Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-09-25 07:58:39,2023-09-25 07:58:40,NA,NA,NA,0,0,1,0,0,1,0,2023
"104","Language Leak subproject 1",NA,"ru.cls.language_leak_subproject_1_dac_278","10.34973/5zmd-a009","https://doi.org/10.34973/5zmd-a009","language_leak_subproject_1","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ligtenberg, K.; Hoop, H. de (Helen); Heuvel, H. van den (Henk); Stefan Frank",NA,8742,1165115570,5368709120,2023-05-02 07:07:20,2023-06-07 12:01:33,NA,NA,NA,0,0,39,0,0,3,0,2023
"105","Idiomatic Second Language Acquisition (ISLA)",NA,"ru.cls.isla_dac_809","10.34973/at2z-n326","https://doi.org/10.34973/at2z-n326","isla","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Hubers, F.C.W.",NA,1542,206171860,5368709120,2021-05-07 09:09:02,2021-10-08 08:53:52,NA,NA,NA,0,0,10,3081,206171657,9,3,2021
"106","L2 sound learning via phonetic accommodation in interactive settings",NA,"ru.cls.l2_sound_learning_dsc_027","10.34973/0gd0-fb09","https://doi.org/10.34973/0gd0-fb09","l2_sound_learning","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Troncoso Ruiz, M.A.; Broersma, M.E.",NA,3,797,5368709120,2021-11-15 12:42:47,2021-11-15 12:42:52,NA,NA,NA,0,0,5,0,0,3,0,2021
"107","L2 sound learning via phonetic accommodation in interactive settings",NA,"ru.cls.l2_sound_learning_rdc_016","10.34973/h8rs-sz47","https://doi.org/10.34973/h8rs-sz47","l2_sound_learning","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Troncoso Ruiz, M.A.; Broersma, M.E.",NA,1,203,5368709120,2021-11-15 12:41:20,2021-11-15 12:41:23,NA,NA,NA,0,0,2,0,0,2,0,2021
"108","L2 sound learning via phonetic accommodation in interactive settings",NA,"ru.cls.l2_sound_learning_dac_951","10.34973/dqw6-nj75","https://doi.org/10.34973/dqw6-nj75","l2_sound_learning","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,"URL: https://assta.org/proceedings/ICPhS2019/papers/ICPhS_1143.pdf",NA,NA,NA,NA,"Troncoso Ruiz, M.A.; Broersma, M.E.",NA,1,203,5368709120,2021-11-15 12:40:26,2021-11-16 10:40:07,NA,NA,NA,0,0,8,0,0,5,0,2021
"109","Idiomatic Second Language Acquisition (ISLA)",NA,"ru.cls.isla_dsc_220","10.34973/9pdw-td80","https://doi.org/10.34973/9pdw-td80","isla","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Hubers, F.C.W.",NA,3,798,5368709120,2021-05-07 09:10:09,2021-09-06 13:40:34,NA,NA,NA,0,0,11,0,0,7,0,2021
"110","Interpreting International Sign",NA,"ru.cls.interpreting_international_sign_rdc_153","10.34973/2e0k-4t04","https://doi.org/10.34973/2e0k-4t04","interpreting_international_sign","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Wit, M.C. de",NA,1,203,5368709120,2022-09-14 07:34:58,2022-09-14 07:35:01,NA,NA,NA,0,0,2,0,0,2,0,2022
"111","Interpreting International Sign",NA,"ru.cls.interpreting_international_sign_dac_294","10.34973/1x5j-0q68","https://doi.org/10.34973/1x5j-0q68","interpreting_international_sign","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Wit, M.C. de",NA,1,203,5368709120,2022-09-14 07:33:48,2022-09-14 07:33:51,NA,NA,NA,0,0,3,0,0,3,0,2022
"112","Idiomatic Second Language Acquisition (ISLA)",NA,"ru.cls.isla_rdc_138","10.34973/dpcw-sz92","https://doi.org/10.34973/dpcw-sz92","isla","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Hubers, F.C.W.",NA,1,203,5368709120,2021-05-07 09:09:36,2021-10-08 08:54:07,NA,NA,NA,0,0,7,0,0,4,0,2021
"113","Internationalisation in higher education; the role of L2 proficiency in study performance","We present the results of research into the academic writing skills of German students in ESL. Our database is a set of answers to open exam questions for an EMI bachelor in psychology. Our aim was to detect the characteristics of EFL that affect the comprehensibility of an academic text and its relation to study results. Four ESL language experts assigned CEFR levels to the texts and commented on grammatical accuracy, use of academic vocabulary and text coherence. First, we correlated the grades assigned by the course lecturer and the CEFR-levels. There was no correlation. Second, we analysed the linguistic comments. We found that the academic style is poorly mastered in this type of text. Finally, we did not find proof for communicative disturbance related to poor ESL proficiency. We conclude that informed content interpretation outweighs semantic coherence, and overrules grammatical and lexical non-native characteristics.","ru.cls.internationalisation_dsc_422","10.34973/qaqf-k148","https://doi.org/10.34973/qaqf-k148","internationalisation","CLS","Data Sharing Collection",10,"Editable","Radboud University","RU-HD-1.1",NA,"L2 in higher education",NA,NA,0,NA,NA,NA,NA,"Zijlmans, A.H.M.","Zijlmans, A.H.M.",NA,163,33113963,5368709120,2021-05-25 07:49:08,2023-06-03 17:36:39,NA,NA,NA,0,0,71,16,15954346,35,8,2021
"114","The Impact of Pronouns of Address in Job Ads from Different Industries and Companies",NA,"ru.cls.impact_pronouns_address_job_ads_different_industries_and_companies_dsc_302","10.34973/ns71-sw28","https://doi.org/10.34973/ns71-sw28","impact_pronouns_address_job_ads_different_industries_and_companies","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC0-1.0",NA,NA,NA,NA,0,NA,NA,NA,NA,"Gert-Jan Schoenmakers; Bras, S.","Hoop, H. de (Helen); Hogeweg, L.; Heuvel, H. van den (Henk); Hartog, M.M.J. den (Maria)",NA,7,806400,5368709120,2024-03-18 14:43:43,2024-03-19 09:39:29,NA,NA,NA,0,0,3,0,0,2,0,2024
"115","Simulating the auditory family size effect with the human auditory word recognition model DIANA",NA,"ru.cls.human_auditory_word_recognition_model_diana_dsc_535","10.34973/71n3-vk61","https://doi.org/10.34973/71n3-vk61","human_auditory_word_recognition_model_diana","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC0-1.0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Müller, H.M. (Hanno); Heuvel, H. van den (Henk); Ernestus, M.T.C.; Bosch, L.F.M. ten",NA,3,802,5368709120,2024-02-16 11:04:34,2024-02-16 11:04:40,NA,NA,NA,0,0,2,0,0,2,0,2024
"116","In Visceral Control: When the Visceral States Facilitate versus Inhibit Priming Effects",NA,"ru.cls.in_visceral_control_dsc_623","10.34973/rhnx-1k02","https://doi.org/10.34973/rhnx-1k02","in_visceral_control","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Sadowski, S. (Sebastian)",NA,3,802,5368709120,2022-12-12 12:51:56,2022-12-12 12:52:01,NA,NA,NA,0,0,1,0,0,1,0,2022
"117","Heartbreaking or hartwarming",NA,"ru.cls.heartbreaking_or_hartwarming_rdc_964","10.34973/z4wc-qx07","https://doi.org/10.34973/z4wc-qx07","heartbreaking_or_hartwarming","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Krieken, K.W.M. van; Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-04-17 08:48:57,2023-04-17 08:49:00,NA,NA,NA,0,0,1,0,0,1,0,2023
"118","Waarom gezoete broodjes en vergrote foto's zo moeilijk te spellen zijn","This dissertation seeks to shed more light on cognitive processes underlying spelling and reading of regularly inflected verb forms. It presents four studies investigating how spellers and readers handle Dutch homophonous verb forms as these verb forms typically elicit many spelling errors. The main research question is twofold: Firstly, how does grammatical awareness facilitate spelling of homophonous verb forms, and secondly, how is morphological information used in reading such verb forms?","ru.cls.gezoete_broodjes_vergrote_fotos_dsc_990","10.34973/pzzc-jz06","https://doi.org/10.34973/pzzc-jz06","gezoete_broodjes_vergrote_fotos","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,"DOI: 10.21248/l1esll.2022.22.1.379; DOI: 10.1075/wll.00047.cha; DOI: 10.1075/avt.00008.sch",NA,NA,NA,"Chamalaun, R.J.P.M.","Ernestus, M.T.C.; Chamalaun, R.J.P.M.",NA,26,24834782,5368709120,2022-09-22 09:58:00,2022-09-27 20:27:04,NA,NA,NA,0,1,25,101,243924688,12,4,2022
"119","Waarom gezoete broodjes en vergrote foto's zo moeilijk te spellen zijn",NA,"ru.cls.gezoete_broodjes_vergrote_fotos_rdc_194","10.34973/61r8-xh94","https://doi.org/10.34973/61r8-xh94","gezoete_broodjes_vergrote_fotos","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ernestus, M.T.C.; Chamalaun, R.J.P.M.",NA,1,203,5368709120,2022-09-22 09:56:20,2022-09-22 09:56:23,NA,NA,NA,0,0,1,0,0,1,0,2022
"120","Head gestures as precursors of L2 prosodic focus marking","This collection contains the raw dataset and materials used by Lieke van Maastricht (Radboud University) and Núria Esteve-Gibert (Universitat Oberta de Catalunya) in their study on the use of prosody and head gestures by Catalan learners of English when marking discourse focus.","ru.cls.head_gestures_precursors_l2_prosodic_focus_marking_dsc_843","10.34973/ym6y-m931","https://doi.org/10.34973/ym6y-m931","head_gestures_precursors_l2_prosodic_focus_marking","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC0-1.0",NA,"second language acquisition; prosody; head gestures; discourse focus; bootstrapping",NA,NA,0,"DOI: 10.21437/SpeechProsody.2022-14",NA,NA,NA,"Esteve-Gibert, N.; Van Maastricht, L.","Van Maastricht, L.",NA,8,30558181,5368709120,2023-06-19 07:06:05,2023-11-17 12:37:13,NA,NA,NA,0,0,26,15,37415,8,6,2023
"121","Waarom gezoete broodjes en vergrote foto's zo moeilijk te spellen zijn",NA,"ru.cls.gezoete_broodjes_vergrote_fotos_dac_524","10.34973/9zc9-v654","https://doi.org/10.34973/9zc9-v654","gezoete_broodjes_vergrote_fotos","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ernestus, M.T.C.; Chamalaun, R.J.P.M.",NA,34430,6240661557,21474836480,2022-09-22 09:55:14,2022-09-28 20:46:42,NA,NA,NA,0,1,28,1406,9719088783,16,9,2022
"122","Grammaticaonderwijs op de basisschool",NA,"ru.cls.grammaticaonderwijs_basisschool_dac_932","10.34973/5cj1-0916","https://doi.org/10.34973/5cj1-0916","grammaticaonderwijs_basisschool","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Heuvel, H. van den (Henk); Zummeren, J.T.H. van",NA,1,203,5368709120,2023-04-21 11:04:51,2023-04-21 11:04:54,NA,NA,NA,0,0,3,1,203,2,1,2023
"123","Grammaticaonderwijs op de basisschool",NA,"ru.cls.grammaticaonderwijs_basisschool_rdc_158","10.34973/7mah-jf61","https://doi.org/10.34973/7mah-jf61","grammaticaonderwijs_basisschool","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Heuvel, H. van den (Henk); Zummeren, J.T.H. van",NA,1,203,5368709120,2023-04-21 11:05:55,2023-04-21 11:05:58,NA,NA,NA,0,0,3,0,0,2,0,2023
"124","Grammatica op de basisschool",NA,"ru.cls.grammatica_op_de_basisschool_dac_999","10.34973/gpsz-ke80","https://doi.org/10.34973/gpsz-ke80","grammatica_op_de_basisschool","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Swart, P.J.F. de (Peter)",NA,81,115775379,5368709120,2022-05-19 11:37:56,2023-10-26 14:03:38,NA,NA,NA,0,0,37,3589,8262776117,21,26,2022
"125","Grammatica op de basisschool",NA,"ru.cls.grammatica_op_de_basisschool_rdc_706","10.34973/6f57-2x79","https://doi.org/10.34973/6f57-2x79","grammatica_op_de_basisschool","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Swart, P.J.F. de (Peter)",NA,1,203,5368709120,2022-05-19 11:38:48,2022-05-19 11:38:51,NA,NA,NA,0,0,2,0,0,2,0,2022
"126","Heartbreaking or heartwarming",NA,"ru.cls.heartbreaking_or_hartwarming_dac_514","10.34973/km8q-kr94","https://doi.org/10.34973/km8q-kr94","heartbreaking_or_hartwarming","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Krieken, K.W.M. van; Heuvel, H. van den (Henk); Das, H.H.J.","Koebrugge, F.",729,924911835,5368709120,2023-04-17 08:47:45,2024-01-13 11:08:17,NA,NA,NA,0,0,178,1037,2093377917,69,84,2023
"127","The flexibility of syntactic structures in interaction: alignment to different interlocutors","This dataset contains data from a speech production experiment investigating syntactic and phonetic alignment to different interlocutors. It consists of all audio (participants' and confederates'), analysis (for syntactic alignment), and experiment files.","ru.cls.flexibility_syntactic_structures_interaction_dsc_765","10.34973/2j2j-wv29","https://doi.org/10.34973/2j2j-wv29","flexibility_syntactic_structures_interaction","CLS","Data Sharing Collection",10,"Reviewable External","Radboud University","RU-RA-DUA-1.0",NA,"Syntactic alignment; Speech; Sentence completion; Interaction; Alignment",NA,NA,0,NA,NA,NA,NA,"Eijk, L.D.; Ernestus, M.T.C.; Schriefers, H.J.","Heuvel, H. van den (Henk); Eijk, L.D.; Ernestus, M.T.C.",NA,39768,46507576028,48318382080,2023-07-07 10:17:54,2023-12-16 11:40:30,NA,NA,NA,0,1,19,19267,4946736232,13,5,2023
"128","Expert consensus messaging as a lever against vaccination misinformation",NA,"ru.cls.expert_consensus_messaging_lever_vaccination_misinformation_dac_849","10.34973/jdkz-k457","https://doi.org/10.34973/jdkz-k457","expert_consensus_messaging_lever_vaccination_misinformation","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Schmid, P.M.; Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-11-30 07:52:28,2023-11-30 07:52:30,NA,NA,NA,0,0,1,0,0,1,0,2023
"129","The Family Size Effect in Visual and Auditory Word Recognition","Words with larger morphological families elicit shorter response times in visual lexical decision (e.g., Baayen, Lieber, & Schreuder, 1997), but in auditory lexical decision, family size effects have been reported to be facilitative (Winther Balling & Baayen, 2008), absent (Baayen, Wurm, & Aycock, 2007), or inhibitory (Winther Balling & Baayen, 2012). We revisit the auditory family size effect and different family size definitions by re-analysing data from two large lexical decision experiments. The results suggest that words with larger families elicit smaller response latencies not only in visual but also in auditory lexical decision. However, in auditory lexical decision, this effect is insignificant when the word contains a prefix. In both modalities, it is the degree of semantic similarity and the degree of form overlap between a word and its family members, rather than the mere presence of overlap, that seem to drive the family size effect.","ru.cls.family_size_effect_word_recognition_dsc_270","10.34973/yc4q-r262","https://doi.org/10.34973/yc4q-r262","family_size_effect_word_recognition","CLS","Data Sharing Collection",10,"Reviewable External","Radboud University","CC0-1.0",NA,"visual word recognition; morphological processing; lexical decision; family size; auditory word recognition",NA,NA,0,NA,NA,NA,NA,"Müller, H.M. (Hanno); Bosch, L.F.M. ten; Ernestus, M.T.C.","Müller, H.M. (Hanno); Ernestus, M.T.C.; Bosch, L.F.M. ten",NA,70,243811212,5368709120,2022-11-11 09:44:58,2024-01-25 07:37:11,NA,NA,NA,0,0,40,29,656882830,22,12,2022
"130","Forms of address in Surinamese and Caribbean Dutch","The factors underlying address practices in Dutch spoken in Suriname and the Caribbean are investigated, based on an online survey conducted in 2019. We find that the use of pronouns of address in Surinamese and Caribbean Dutch depends on age, the nature of the relationship, the behavior of the interlocutor, and factors such as respect and social position. Respondents are also aware of the dynamic nature of address and differences between languages and cultures. The newly found patterns align with those in the Netherlands to some extent, but there is greater use of the V-pronoun u. We also find a general ‘T trend’ among younger speakers in our data set.","ru.cls.forms_address_surinamese_and_caribbean_dutch_dsc_921","10.34973/mr7p-ac66","https://doi.org/10.34973/mr7p-ac66","forms_address_surinamese_and_caribbean_dutch","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC-BY-NC-SA-4.0",NA,NA,NA,NA,0,NA,NA,NA,NA,"Gert-Jan Schoenmakers; Elsa Opheij; Hoop, H. de; Vismans, R.","Hoop, H. de (Helen); Heuvel, H. van den (Henk)","Schoenmakers, G.T.",3,802,5368709120,2023-07-17 07:37:34,2023-11-15 14:25:16,NA,NA,NA,0,0,10,0,0,6,0,2023
"131","Expert consensus messaging as a lever against vaccination misinformation",NA,"ru.cls.expert_consensus_messaging_lever_vaccination_misinformation_dsc_278","10.34973/a845-j505","https://doi.org/10.34973/a845-j505","expert_consensus_messaging_lever_vaccination_misinformation","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC0-1.0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Schmid, P.M.; Heuvel, H. van den (Henk)",NA,3,802,5368709120,2023-11-30 07:54:15,2023-11-30 07:54:17,NA,NA,NA,0,0,2,0,0,2,0,2023
"132","Expert consensus messaging as a lever against vaccination misinformation",NA,"ru.cls.expert_consensus_messaging_lever_vaccination_misinformation_rdc_163","10.34973/3y0a-bv20","https://doi.org/10.34973/3y0a-bv20","expert_consensus_messaging_lever_vaccination_misinformation","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Schmid, P.M.; Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-11-30 07:53:24,2023-11-30 07:53:28,NA,NA,NA,0,0,1,0,0,1,0,2023
