doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,year,oa_status_d
10.1017/s0272263120000534,open (via page says license),publisher,cc-by-nc-sa,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2B8745425C0976011F8D6EEC4EC2222F/S0272263120000534a.pdf/div-class-title-the-effect-of-learning-context-on-l2-listening-development-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0272263120000534,journal-article,TRUE,FALSE,FALSE,FALSE,0272-2631,"0272-2631,1470-1545",Studies in Second Language Acquisition,hybrid,2020-10-27,Cambridge University Press (CUP),2020,hybrid
10.1080/08351813.2021.1939532,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/08351813.2021.1939532?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/08351813.2021.1939532,journal-article,TRUE,FALSE,FALSE,FALSE,0835-1813,"0835-1813,1532-7973",Research on Language and Social Interaction,hybrid,2021-07-03,Informa UK Limited,2021,hybrid
10.1111/cogs.12980,open (via free article),publisher,NA,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cogs.12980,TRUE,publishedVersion,2,https://doi.org/10.1111/cogs.12980,journal-article,TRUE,FALSE,FALSE,FALSE,0364-0213,"0364-0213,1551-6709",Cognitive Science,bronze,2021-05-01,Wiley,2021,bronze
10.1016/j.langcom.2021.08.002,oa repository (via OAI-PMH doi match),repository,NA,https://biblio.vub.ac.be/vubirfiles/97186321/73928199.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.langcom.2021.08.002,journal-article,TRUE,FALSE,FALSE,FALSE,0271-5309,0271-5309,Language &amp; Communication,green,2021-11-01,Elsevier BV,2021,green
10.1075/pl.21008.van,open (via free pdf),publisher,cc-by-nc,https://www.jbe-platform.com/deliver/fulltext/pl.21008.van.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Fpl.21008.van&mimeType=pdf&containerItemId=content/journals/2665959x,TRUE,publishedVersion,2,https://doi.org/10.1075/pl.21008.van,journal-article,TRUE,FALSE,FALSE,FALSE,2665-9581,"2665-9581,2665-959X",Pedagogical Linguistics,hybrid,2021-05-18,John Benjamins Publishing Company,2021,hybrid
10.1007/s40037-021-00684-7,oa journal (via doaj),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s40037-021-00684-7.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s40037-021-00684-7,journal-article,TRUE,FALSE,TRUE,TRUE,2212-2761,2212-277X,Perspectives on Medical Education,gold,2021-10-12,"Ubiquity Press, Ltd.",2021,diamond
10.1075/avt.00047.bel,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/240853/1/240853.pdf,TRUE,submittedVersion,2,https://doi.org/10.1075/avt.00047.bel,journal-article,TRUE,FALSE,FALSE,FALSE,0929-7332,"0929-7332,1569-9919",Linguistics in the Netherlands 2021,green,2021-10-29,John Benjamins Publishing Company,2021,green
10.1016/j.specom.2020.12.002,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.specom.2020.12.002,TRUE,publishedVersion,2,https://doi.org/10.1016/j.specom.2020.12.002,journal-article,TRUE,FALSE,FALSE,FALSE,0167-6393,0167-6393,Speech Communication,hybrid,2021-02-01,Elsevier BV,2021,hybrid
10.1037/rev0000257,oa repository (via OAI-PMH doi match),repository,NA,https://pure.mpg.de/pubman/item/item_3241413_7/component/file_3277883/Smith_Monaghan_Huettig_2021_Effect%20of%20orthographic%20systems%20on%20the%20developing%20reading%20system.pdf,TRUE,publishedVersion,2,https://doi.org/10.1037/rev0000257,journal-article,TRUE,FALSE,FALSE,FALSE,0033-295X,"1939-1471,0033-295X",Psychological Review,green,2021-01-01,American Psychological Association (APA),2021,green
10.1177/1362168820983145,open (via page says license),publisher,cc-by-nc,https://doi.org/10.1177/1362168820983145,TRUE,publishedVersion,2,https://doi.org/10.1177/1362168820983145,journal-article,TRUE,FALSE,FALSE,FALSE,1362-1688,"1362-1688,1477-0954",Language Teaching Research,hybrid,2021-01-31,SAGE Publications,2021,hybrid
10.17239/jowr-2021.13.01.05,oa journal (via doaj),publisher,cc-by-nc-nd,https://doi.org/10.17239/jowr-2021.13.01.05,TRUE,publishedVersion,2,https://doi.org/10.17239/jowr-2021.13.01.05,journal-article,TRUE,FALSE,TRUE,TRUE,2030-1006,"2030-1006,2294-3307",Journal of Writing Research,gold,2021-05-01,ARLE (International Association for Research in L1 Education),2021,gold
10.1017/s0142716420000570,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1121F6F9F372E174378EB11CEF1ACBE2/S0142716420000570a.pdf/div-class-title-the-impact-of-older-siblings-on-the-language-environment-and-language-development-of-bilingual-toddlers-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0142716420000570,journal-article,TRUE,FALSE,FALSE,FALSE,0142-7164,"0142-7164,1469-1817",Applied Psycholinguistics,hybrid,2020-12-31,Cambridge University Press (CUP),2020,hybrid
10.1080/09658416.2021.2012479,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/09658416.2021.2012479?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/09658416.2021.2012479,journal-article,TRUE,FALSE,FALSE,FALSE,0965-8416,"0965-8416,1747-7565",Language Awareness,hybrid,2021-12-09,Informa UK Limited,2021,hybrid
10.1017/s136672892000022x,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1A311121F564C3CCA9441E66163A7657/S136672892000022Xa.pdf/div-class-title-the-interplay-between-emotion-and-modality-in-the-foreign-language-effect-on-moral-decision-making-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s136672892000022x,journal-article,TRUE,FALSE,FALSE,FALSE,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,hybrid,2020-05-27,Cambridge University Press (CUP),2020,hybrid
10.1080/02699206.2021.1913514,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/02699206.2021.1913514?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/02699206.2021.1913514,journal-article,TRUE,FALSE,FALSE,FALSE,0269-9206,"0269-9206,1464-5076",Clinical Linguistics &amp; Phonetics,hybrid,2021-04-23,Informa UK Limited,2021,hybrid
10.1007/s41809-021-00086-5,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s41809-021-00086-5.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s41809-021-00086-5,journal-article,TRUE,FALSE,FALSE,FALSE,2520-100X,"2520-100X,2520-1018",Journal of Cultural Cognitive Science,hybrid,2021-07-06,Springer Science and Business Media LLC,2021,hybrid
10.1371/journal.pone.0249309,oa journal (via doaj),publisher,cc-by,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0249309&type=printable,TRUE,publishedVersion,2,https://doi.org/10.1371/journal.pone.0249309,journal-article,TRUE,FALSE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,gold,2021-04-01,Public Library of Science (PLoS),2021,gold
10.22323/2.20070202,oa journal (via doaj),publisher,cc-by-nc-nd,https://jcom.sissa.it/sites/default/files/documents/supplementary_material/JCOM_2007_2021_A02.pdf,TRUE,publishedVersion,2,https://doi.org/10.22323/2.20070202,journal-article,TRUE,FALSE,TRUE,TRUE,1824-2049,1824-2049,Journal of Science Communication,gold,2021-11-02,Sissa Medialab Srl,2021,diamond
10.3758/s13421-021-01159-0,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.3758/s13421-021-01159-0.pdf,TRUE,publishedVersion,2,https://doi.org/10.3758/s13421-021-01159-0,journal-article,TRUE,FALSE,FALSE,FALSE,0090-502X,"0090-502X,1532-5946",Memory &amp; Cognition,hybrid,2021-04-16,Springer Science and Business Media LLC,2021,hybrid
10.1017/s0142716421000205,open (via page says license),publisher,cc-by-nc-sa,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/28341F544EBD99B6A745BED01C7EC168/S0142716421000205a.pdf/div-class-title-the-role-of-corrective-feedback-and-lexical-guidance-in-perceptual-learning-of-a-novel-l2-accent-in-dialogue-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0142716421000205,journal-article,TRUE,FALSE,FALSE,FALSE,0142-7164,"0142-7164,1469-1817",Applied Psycholinguistics,hybrid,2021-06-15,Cambridge University Press (CUP),2021,hybrid
10.1371/journal.pone.0258773,oa journal (via doaj),publisher,cc-by,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0258773&type=printable,TRUE,publishedVersion,2,https://doi.org/10.1371/journal.pone.0258773,journal-article,TRUE,FALSE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,gold,2021-11-15,Public Library of Science (PLoS),2021,gold
10.1075/wll.00047.cha,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/240655/240655.pdf,TRUE,submittedVersion,2,https://doi.org/10.1075/wll.00047.cha,journal-article,TRUE,FALSE,FALSE,FALSE,1387-6732,"1387-6732,1570-6001",Written Language &amp; Literacy,green,2021-12-10,John Benjamins Publishing Company,2021,green
10.1111/risa.13731,oa repository (via OAI-PMH doi match),repository,cc-by-nc-nd,https://repository.ubn.ru.nl//bitstream/handle/2066/244717/244717.pdf,TRUE,publishedVersion,2,https://doi.org/10.1111/risa.13731,journal-article,TRUE,FALSE,FALSE,FALSE,0272-4332,"0272-4332,1539-6924",Risk Analysis,green,2021-05-06,Wiley,2021,green
10.1016/j.cognition.2020.104493,oa repository (via OAI-PMH doi match),repository,NA,https://pure.mpg.de/pubman/item/item_3259117_4/component/file_3261431/Fernandes_Arunkumar_Huettig_2021_Role%20of%20the%20written%20script%20in%20shaping%20mirror%20image%20discrimination.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.cognition.2020.104493,journal-article,TRUE,FALSE,FALSE,FALSE,0010-0277,0010-0277,Cognition,green,2021-01-01,Elsevier BV,2021,green
10.1017/s0142716421000047,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/03DA6CBF3611DD2A8F27698EAAEA7D92/S0142716421000047a.pdf/div-class-title-the-roles-of-cognitive-abilities-and-hearing-acuity-in-older-adults-recognition-of-words-taken-from-fast-and-spectrally-reduced-speech-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0142716421000047,journal-article,TRUE,FALSE,FALSE,FALSE,0142-7164,"0142-7164,1469-1817",Applied Psycholinguistics,hybrid,2021-02-08,Cambridge University Press (CUP),2021,hybrid
10.1371/journal.pone.0255587,oa journal (via doaj),publisher,cc-by,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0255587&type=printable,TRUE,publishedVersion,2,https://doi.org/10.1371/journal.pone.0255587,journal-article,TRUE,FALSE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,gold,2021-08-19,Public Library of Science (PLoS),2021,gold
10.21437/interspeech.2021-1408,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/238373/238373.pdf,TRUE,submittedVersion,2,https://doi.org/10.21437/interspeech.2021-1408,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2021,green,2021-08-30,ISCA,2021,diamond
10.1007/s11049-021-09516-z,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s11049-021-09516-z.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s11049-021-09516-z,journal-article,TRUE,FALSE,FALSE,FALSE,0167-806X,"0167-806X,1573-0859",Natural Language &amp; Linguistic Theory,hybrid,2021-04-28,Springer Science and Business Media LLC,2021,hybrid
10.1145/3450614.3461453,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/235508/1/235508.pdf,TRUE,publishedVersion,2,https://doi.org/10.1145/3450614.3461453,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,"Adjunct Proceedings of the 29th ACM Conference on User Modeling, Adaptation and Personalization",green,2021-06-21,ACM,2021,green
10.1111/lang.12406,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/lang.12406,TRUE,publishedVersion,2,https://doi.org/10.1111/lang.12406,journal-article,TRUE,FALSE,FALSE,FALSE,0023-8333,"0023-8333,1467-9922",Language Learning,hybrid,2020-05-13,Wiley,2020,hybrid
10.1017/langcog.2021.7,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/00201B759D3F885279FBE2D7CA3787A9/S1866980821000077a.pdf/div-class-title-using-depiction-for-efficient-communication-in-lis-italian-sign-language-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/langcog.2021.7,journal-article,TRUE,FALSE,FALSE,FALSE,1866-9808,"1866-9808,1866-9859",Language and Cognition,hybrid,2021-07-19,Cambridge University Press (CUP),2021,hybrid
10.2196/19064,oa journal (via doaj),publisher,cc-by,https://www.jmir.org/2021/7/e19064/PDF,TRUE,publishedVersion,2,https://doi.org/10.2196/19064,journal-article,TRUE,FALSE,TRUE,TRUE,1438-8871,1438-8871,Journal of Medical Internet Research,gold,2021-07-27,JMIR Publications Inc.,2021,gold
10.1080/13670050.2018.1494131,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/13670050.2018.1494131?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/13670050.2018.1494131,journal-article,TRUE,FALSE,FALSE,FALSE,1367-0050,"1367-0050,1747-7522",International Journal of Bilingual Education and Bilingualism,hybrid,2018-08-19,Informa UK Limited,2018,hybrid
10.1515/ling-2020-0265,open (via page says license),publisher,cc-by,https://www.degruyter.com/document/doi/10.1515/ling-2020-0265/pdf,TRUE,publishedVersion,2,https://doi.org/10.1515/ling-2020-0265,journal-article,TRUE,FALSE,FALSE,FALSE,0024-3949,"1613-396X,0024-3949",Linguistics,hybrid,2020-12-21,Walter de Gruyter GmbH,2020,hybrid
10.1007/978-3-030-78468-3_44,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1007/978-3-030-78468-3_44,book-chapter,FALSE,FALSE,FALSE,FALSE,0302-9743,"0302-9743,1611-3349",Human-Computer Interaction. Design and User Experience Case Studies,closed,2021-01-01,Springer International Publishing,2021,closed
10.5117/tvt2021.1.003.horn,oa journal (via observed oa rate),publisher,NA,https://doi.org/10.5117/tvt2021.1.003.horn,TRUE,publishedVersion,2,https://doi.org/10.5117/tvt2021.1.003.horn,journal-article,TRUE,FALSE,FALSE,TRUE,1573-9775,"1573-9775,2352-1236",Tijdschrift voor Taalbeheersing,gold,2021-05-01,Amsterdam University Press,2021,diamond
10.1177/1464884919862056,open (via page says license),publisher,cc-by-nc,https://journals.sagepub.com/doi/pdf/10.1177/1464884919862056,TRUE,publishedVersion,2,https://doi.org/10.1177/1464884919862056,journal-article,TRUE,FALSE,FALSE,FALSE,1464-8849,"1464-8849,1741-3001",Journalism,hybrid,2019-07-09,SAGE Publications,2019,hybrid
10.1080/10888438.2020.1867863,oa repository (via OAI-PMH doi match),repository,NA,https://pure.mpg.de/pubman/item/item_3273611_6/component/file_3346905/Araujo_Huettig_Meyer_2021_What%20underlies%20the%20deficit%20in....pdf,TRUE,publishedVersion,2,https://doi.org/10.1080/10888438.2020.1867863,journal-article,TRUE,FALSE,FALSE,FALSE,1088-8438,"1088-8438,1532-799X",Scientific Studies of Reading,green,2020-12-30,Informa UK Limited,2020,green
10.1037/xge0000949,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/232279/232279.pdf,TRUE,publishedVersion,2,https://doi.org/10.1037/xge0000949,journal-article,TRUE,FALSE,FALSE,FALSE,0096-3445,"1939-2222,0096-3445",Journal of Experimental Psychology: General,green,2021-03-01,American Psychological Association (APA),2021,green
10.21437/interspeech.2021-1394,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/238372/3/238372.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2021-1394,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2021,green,2021-08-30,ISCA,2021,diamond
10.1016/j.neuropsychologia.2020.107703,oa repository (via OAI-PMH title and first author match),repository,NA,https://discovery.ucl.ac.uk/10117290/1/Ferreira_Neuropsychologia_accepted.pdf,TRUE,submittedVersion,2,https://doi.org/10.1016/j.neuropsychologia.2020.107703,journal-article,TRUE,FALSE,FALSE,FALSE,0028-3932,0028-3932,Neuropsychologia,green,2021-01-01,Elsevier BV,2021,green
10.1044/2021_jslhr-20-00227,open (via page says license),publisher,cc-by-nc-sa,https://pubs.asha.org/doi/pdf/10.1044/2021_JSLHR-20-00227,TRUE,publishedVersion,2,https://doi.org/10.1044/2021_jslhr-20-00227,journal-article,TRUE,FALSE,FALSE,FALSE,1092-4388,"1092-4388,1558-9102","Journal of Speech, Language, and Hearing Research",hybrid,2021-06-04,American Speech Language Hearing Association,2021,hybrid
10.1016/j.stueduc.2021.101007,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.stueduc.2021.101007,TRUE,publishedVersion,2,https://doi.org/10.1016/j.stueduc.2021.101007,journal-article,TRUE,FALSE,FALSE,FALSE,0191-491X,0191-491X,Studies in Educational Evaluation,hybrid,2021-09-01,Elsevier BV,2021,hybrid
10.1515/jall-2021-2019,open (via page says license),publisher,cc-by,https://www.degruyter.com/document/doi/10.1515/jall-2021-2019/pdf,TRUE,publishedVersion,2,https://doi.org/10.1515/jall-2021-2019,journal-article,TRUE,FALSE,FALSE,FALSE,0167-6164,"0167-6164,1613-3811",Journal of African Languages and Linguistics,hybrid,2021-05-01,Walter de Gruyter GmbH,2021,hybrid
10.5117/nedtaa2021.1.007.hins,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.5117/nedtaa2021.1.007.hins,journal-article,FALSE,FALSE,FALSE,FALSE,1384-5845,"1384-5845,2352-1171",Nederlandse Taalkunde,closed,2021-04-01,Amsterdam University Press,2021,closed
10.1017/langcog.2020.36,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1017/langcog.2020.36,journal-article,FALSE,FALSE,FALSE,FALSE,1866-9808,"1866-9808,1866-9859",Language and Cognition,closed,2021-01-05,Cambridge University Press (CUP),2021,closed
10.1515/infodaf-2020-0005,open (via free article),publisher,NA,http://www.daf.de/downloads/InfoDaF_2000_Heft_6.pdf#page=68&view=Fit,TRUE,publishedVersion,2,https://doi.org/10.1515/infodaf-2020-0005,journal-article,TRUE,FALSE,FALSE,FALSE,0724-9616,"2511-0853,0724-9616",Informationen Deutsch als Fremdsprache,bronze,2020-02-07,Walter de Gruyter GmbH,2020,bronze
10.21437/interspeech.2020-2635,oa repository (via OAI-PMH doi match),repository,NA,http://publications.idiap.ch/downloads/papers/2020/Cummins_INTERSPEECH_2020.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2635,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2020,green,2020-10-25,ISCA,2020,diamond
10.1016/j.linged.2020.100829,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/232167/1/232167.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.linged.2020.100829,journal-article,TRUE,FALSE,FALSE,FALSE,0898-5898,0898-5898,Linguistics and Education,green,2020-08-01,Elsevier BV,2020,green
10.1007/s11229-020-02798-7,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s11229-020-02798-7.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s11229-020-02798-7,journal-article,TRUE,FALSE,FALSE,FALSE,0039-7857,"0039-7857,1573-0964",Synthese,hybrid,2020-10-02,Springer Science and Business Media LLC,2020,hybrid
10.21437/interspeech.2020-2842,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.21437/interspeech.2020-2842,proceedings-article,FALSE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2020,closed,2020-10-25,ISCA,2020,diamond
10.1016/j.neuropsychologia.2020.107409,oa repository (via OAI-PMH doi match),repository,other-oa,https://pure.mpg.de/pubman/item/item_3194990_4/component/file_3213278/Hintz_Meyer_Huettig_2020_Activating%20words%20beyond%20the%20unfolding%20sentence.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.neuropsychologia.2020.107409,journal-article,TRUE,FALSE,FALSE,FALSE,0028-3932,0028-3932,Neuropsychologia,green,2020-04-01,Elsevier BV,2020,green
10.1075/ijcl.19131.lar,open (via free pdf),publisher,cc-by-nc,https://www.jbe-platform.com/deliver/fulltext/ijcl.19131.lar.pdf?itemId=%2Fcontent%2Fjournals%2F10.1075%2Fijcl.19131.lar&mimeType=pdf&containerItemId=content/journals/15699811,TRUE,publishedVersion,2,https://doi.org/10.1075/ijcl.19131.lar,journal-article,TRUE,FALSE,FALSE,FALSE,1384-6655,"1384-6655,1569-9811",International Journal of Corpus Linguistics,hybrid,2020-08-28,John Benjamins Publishing Company,2020,hybrid
10.1111/cogs.12911,open (via crossref license),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cogs.12911,TRUE,publishedVersion,2,https://doi.org/10.1111/cogs.12911,journal-article,TRUE,FALSE,FALSE,FALSE,0364-0213,"0364-0213,1551-6709",Cognitive Science,hybrid,2020-10-29,Wiley,2020,hybrid
10.1163/22105832-bja10010,open (via page says license),publisher,cc-by-nc,https://brill.com/downloadpdf/journals/ldc/10/2/article-p158_2.pdf,TRUE,publishedVersion,2,https://doi.org/10.1163/22105832-bja10010,journal-article,TRUE,FALSE,FALSE,FALSE,2210-5824,"2210-5824,2210-5832",Language Dynamics and Change,hybrid,2020-09-10,Brill,2020,hybrid
10.21437/interspeech.2020-2804,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/228091/228091.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2804,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2020,green,2020-10-25,ISCA,2020,diamond
10.1080/23273798.2019.1624789,open (via crossref license),publisher,cc-by,https://www.tandfonline.com/doi/pdf/10.1080/23273798.2019.1624789?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/23273798.2019.1624789,journal-article,TRUE,FALSE,FALSE,FALSE,2327-3798,"2327-3798,2327-3801","Language, Cognition and Neuroscience",hybrid,2019-06-03,Informa UK Limited,2019,hybrid
10.1142/s0218213020400011,oa repository (via OAI-PMH doi match),repository,NA,https://pure.knaw.nl/portal/files/23194338/Bosch_2020_Anticipointment.pdf,TRUE,submittedVersion,2,https://doi.org/10.1142/s0218213020400011,journal-article,TRUE,FALSE,FALSE,FALSE,0218-2130,"0218-2130,1793-6349",International Journal on Artificial Intelligence Tools,green,2020-03-01,World Scientific Pub Co Pte Lt,2020,green
10.1002/acr.24186,oa repository (via OAI-PMH doi match),repository,NA,https://pure.uva.nl/ws/files/67374722/Arthritis_Care_Research_2020_Heuckelum_Are_Health_Care_Professionals_Implicit_and_Explicit_Attitudes_Toward.pdf,TRUE,publishedVersion,2,https://doi.org/10.1002/acr.24186,journal-article,TRUE,FALSE,FALSE,FALSE,2151-464X,"2151-464X,2151-4658",Arthritis Care &amp; Research,green,2021-02-25,Wiley,2021,green
10.1109/jstsp.2020.2967652,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/219037/1/219037.pdf,TRUE,publishedVersion,2,https://doi.org/10.1109/jstsp.2020.2967652,journal-article,TRUE,FALSE,FALSE,FALSE,1932-4553,"1932-4553,1941-0484",IEEE Journal of Selected Topics in Signal Processing,green,2020-02-01,Institute of Electrical and Electronics Engineers (IEEE),2020,green
10.21437/interspeech.2020-2142,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/228950/228950.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2142,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2020,green,2020-10-25,ISCA,2020,diamond
10.1080/08351813.2020.1712967,open (via crossref license),publisher,cc-by,https://www.tandfonline.com/doi/pdf/10.1080/08351813.2020.1712967?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/08351813.2020.1712967,journal-article,TRUE,FALSE,FALSE,FALSE,0835-1813,"0835-1813,1532-7973",Research on Language and Social Interaction,hybrid,2020-01-02,Informa UK Limited,2020,hybrid
10.3390/languages5040055,oa journal (via doaj),publisher,cc-by,https://www.mdpi.com/2226-471X/5/4/55/pdf,TRUE,publishedVersion,2,https://doi.org/10.3390/languages5040055,journal-article,TRUE,FALSE,TRUE,TRUE,2226-471X,2226-471X,Languages,gold,2020-11-09,MDPI AG,2020,gold
10.1016/j.cognition.2019.104056,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1016/j.cognition.2019.104056,journal-article,FALSE,FALSE,FALSE,FALSE,0010-0277,0010-0277,Cognition,closed,2020-01-01,Elsevier BV,2020,closed
10.31234/osf.io/a5r74,oa repository (via OAI-PMH title and first author match),repository,cc-by,https://repository.ubn.ru.nl//bitstream/handle/2066/288842/288842.pdf,TRUE,publishedVersion,2,https://doi.org/10.31234/osf.io/a5r74,posted-content,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,green,2020-10-12,Center for Open Science,2020,green
10.18653/v1/2020.wnut-1.75,open (via page says license),publisher,cc-by,https://www.aclweb.org/anthology/2020.wnut-1.75.pdf,TRUE,publishedVersion,2,https://doi.org/10.18653/v1/2020.wnut-1.75,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Proceedings of the Sixth Workshop on Noisy User-generated Text (W-NUT 2020),hybrid,2020-01-01,Association for Computational Linguistics,2020,hybrid
10.1017/langcog.2020.14,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/11119FE3D3F5CB9B60B2300F95400E92/S1866980820000149a.pdf/div-class-title-categorical-perception-of-lexical-tone-contrasts-and-gradient-perception-of-the-statement-question-intonation-contrast-in-zhumadian-mandarin-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/langcog.2020.14,journal-article,TRUE,FALSE,FALSE,FALSE,1866-9808,"1866-9808,1866-9859",Language and Cognition,hybrid,2020-04-28,Cambridge University Press (CUP),2020,hybrid
10.21437/interspeech.2020-2450,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/228101/228101.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2020-2450,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2020,green,2020-10-25,ISCA,2020,diamond
10.1371/journal.pone.0239858,oa journal (via doaj),publisher,cc-by,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0239858&type=printable,TRUE,publishedVersion,2,https://doi.org/10.1371/journal.pone.0239858,journal-article,TRUE,FALSE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,gold,2020-10-14,Public Library of Science (PLoS),2020,gold
10.1016/j.cub.2020.01.059,open (via crossref license),publisher,publisher-specific-oa,http://www.cell.com/article/S0960982220301032/pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.cub.2020.01.059,journal-article,TRUE,FALSE,FALSE,FALSE,0960-9822,0960-9822,Current Biology,hybrid,2020-04-01,Elsevier BV,2020,hybrid
